Date,Open,High,Low,Close,Volume,SMA(7) 
2009-01-06,2.2138,2.285,2.1488,2.2062,1383016,2.032671428571431
2009-01-07,2.1912,2.4375,2.1162,2.4225,2151856,2.107671428571431
2009-01-08,2.3688,2.385,2.0925,2.2012,3008464,2.1607000000000025
2009-01-09,2.2125,2.2275,2,2.0013,1898808,2.164628571428574
2009-01-12,2.0013,2.1412,1.8612,1.89,1605016,2.1407000000000025
2009-01-13,1.8875,2.0013,1.8475,1.9838,1138936,2.128928571428574
2009-01-14,1.9538,1.9988,1.9,1.9125,1105096,2.088214285714288
2009-01-15,1.9075,2.1162,1.845,2.0825,1087032,2.07054285714286
2009-01-16,2.15,2.2438,2.07,2.1112,2221848,2.026071428571431
2009-01-20,2.0712,2.075,1.8612,1.8875,2075952,1.9812571428571455
2009-01-21,1.8962,2.0588,1.8962,2.0562,8572208,1.9891000000000025
2009-01-22,2.0013,2.14,1.9975,2.0712,1264328,2.014985714285717
2009-01-23,2.02,2.1512,1.9925,2.0625,642360,2.026228571428574
2009-01-26,2.06,2.18,2.0575,2.1288,671032,2.057128571428574
2009-01-27,2.1438,2.1638,2.1263,2.14,506008,2.06534285714286
2009-01-28,2.1638,2.2888,2.1638,2.2688,925744,2.0878571428571457
2009-01-29,2.2325,2.255,2.0625,2.075,859064,2.11464285714286
2009-01-30,2.1175,2.1175,1.8212,1.8488,1668912,2.0850142857142884
2009-02-02,1.825,2.0375,1.7938,2.01,1314208,2.0762714285714314
2009-02-03,2.01,2.1662,1.965,2.0625,1398728,2.0762714285714314
2009-02-04,2.0562,2.1838,2.04,2.0462,807000,2.064471428571431
2009-02-05,2.0225,2.215,2.0225,2.085,899432,2.0566142857142884
2009-02-06,2.0762,2.1788,2.0575,2.1512,907696,2.039814285714288
2009-02-09,2.135,2.1463,2.0512,2.0762,661560,2.0399857142857165
2009-02-10,2.0712,2.1412,1.9862,2.0088,1015136,2.062842857142859
2009-02-11,2.0238,2.0525,1.8788,1.9012,1064576,2.047300000000002
2009-02-12,1.875,1.8975,1.7812,1.8512,1203768,2.017114285714288
2009-02-13,1.8262,1.855,1.7962,1.8112,545208,1.9835428571428595
2009-02-17,1.7962,1.8125,1.7562,1.795,1019512,1.942114285714288
2009-02-18,1.81,1.82,1.6625,1.68,1042392,1.8748000000000022
2009-02-19,1.7075,1.7075,1.5638,1.5662,1000600,1.8019428571428595
2009-02-20,1.5425,1.5688,1.4425,1.4962,1070000,1.7287142857142879
2009-02-23,1.5062,1.5062,1.3612,1.4138,941352,1.6590857142857165
2009-02-24,1.4412,1.4725,1.28,1.4488,1504520,1.6016000000000024
2009-02-25,1.4112,1.4338,1.3225,1.325,1119864,1.5321428571428595
2009-02-26,1.3262,1.4112,1.2888,1.3612,1554984,1.470171428571431
2009-02-27,1.2688,1.3125,1.0875,1.1262,3162624,1.3910571428571452
2009-03-02,1.1262,1.1475,0.8825,0.8888,3404272,1.2942857142857167
2009-03-03,0.8875,0.9125,0.8288,0.845,4115336,1.2012571428571452
2009-03-04,0.88,1.0138,0.875,0.895,2466936,1.1271428571428594
2009-03-05,0.8812,1.0025,0.85,0.9288,2529104,1.0528571428571452
2009-03-06,0.9525,0.9525,0.845,0.8688,2823664,0.9876857142857166
2009-03-09,0.8612,0.8612,0.7488,0.75,1703128,0.9003714285714308
2009-03-10,0.7738,0.8012,0.7188,0.76,3756680,0.8480571428571452
2009-03-11,0.785,0.8288,0.6662,0.6788,3593808,0.8180571428571451
2009-03-12,0.6788,0.7338,0.6388,0.6862,3250816,0.795371428571431
2009-03-13,0.7225,0.7975,0.7188,0.7238,2081088,0.7709142857142881
2009-03-16,0.7788,0.9362,0.7375,0.7438,3754448,0.7444857142857167
2009-03-17,0.7538,0.8062,0.7113,0.805,3104672,0.7353714285714309
2009-03-18,0.8075,1.0438,0.8075,1.0112,3405640,0.7726857142857168
2009-03-19,1.01,1.0112,0.8988,0.9375,1791632,0.7980428571428596
2009-03-20,0.9375,0.95,0.835,0.8375,1454656,0.8207142857142883
2009-03-23,0.85,1.0438,0.84,1.0438,2270064,0.8718000000000025
2009-03-24,1.0362,1.0362,0.875,0.8812,2392016,0.8942857142857168
2009-03-25,0.8875,1.0625,0.885,0.9838,2985688,0.9285714285714312
2009-03-26,1.0075,1.1562,0.9688,1.1513,4168808,0.9780428571428598
2009-03-27,1.1238,1.125,0.9862,1.02,2862264,0.9793000000000026
2009-03-30,1.0075,1.0075,0.8812,0.8975,3214264,0.9735857142857168
2009-03-31,0.9138,0.995,0.8888,0.9538,1868952,0.9902000000000025
2009-04-01,0.9238,1.0912,0.905,1.0612,3275192,0.9926857142857168
2009-04-02,1.1025,1.175,1.0875,1.1725,2542632,1.0343000000000027
2009-04-03,1.1662,1.2162,1.1312,1.2075,1263928,1.0662571428571455
2009-04-06,1.185,1.1875,1.0438,1.0975,2277688,1.0585714285714312
2009-04-07,1.0712,1.1075,1.0438,1.0438,1398264,1.0619714285714312
2009-04-08,1.0512,1.1138,1.0438,1.1087,1502736,1.0921428571428597
2009-04-09,1.14,1.2788,1.1138,1.2625,2993240,1.1362428571428598
2009-04-13,1.2488,1.27,1.1862,1.2663,1907088,1.1655428571428597
2009-04-14,1.2663,1.38,1.1925,1.1962,3450040,1.1689285714285738
2009-04-15,1.2138,1.2462,1.1438,1.1638,1805016,1.1626857142857168
2009-04-16,1.2188,1.2237,1.125,1.2025,2058720,1.177685714285717
2009-04-17,1.1725,1.25,1.1725,1.2337,1939880,1.2048142857142883
2009-04-20,1.2062,1.2062,1.0812,1.1475,1556392,1.2103571428571454
2009-04-21,1.145,1.2288,1.1275,1.2275,1175064,1.2053571428571455
2009-04-22,1.18,1.275,1.1475,1.2062,1418296,1.196771428571431
2009-04-23,1.21,1.24,1.1525,1.205,1792080,1.1980285714285739
2009-04-24,1.2125,1.3062,1.2062,1.2875,1641568,1.2157000000000022
2009-04-27,1.2425,1.2675,1.19,1.2112,2157272,1.2169428571428595
2009-04-28,1.2025,1.2812,1.1912,1.2612,2089656,1.220871428571431
2009-04-29,1.2675,1.475,1.26,1.4512,3311736,1.2642571428571452
2009-04-30,1.4262,1.4262,1.3625,1.3688,3264072,1.2844428571428594
2009-05-01,1.3575,1.4875,1.3575,1.395,1218152,1.311414285714288
2009-05-04,1.4075,1.5175,1.405,1.4888,1531928,1.351957142857145
2009-05-05,1.505,1.5388,1.4425,1.4862,2016656,1.3803428571428593
2009-05-06,1.5088,1.57,1.405,1.5388,2151576,1.4271428571428595
2009-05-07,1.5538,1.5538,1.365,1.38,2466568,1.4441142857142881
2009-05-08,1.4275,1.6238,1.3762,1.61,1376696,1.4668000000000023
2009-05-11,1.5512,1.5675,1.4175,1.4488,966864,1.4782285714285737
2009-05-12,1.4562,1.4912,1.3625,1.3812,1217192,1.4762571428571452
2009-05-13,1.375,1.3825,1.3138,1.375,2109176,1.4600000000000024
2009-05-14,1.3875,1.4562,1.3662,1.38,824264,1.4448285714285736
2009-05-15,1.3788,1.41,1.3675,1.3812,550600,1.4223142857142879
2009-05-18,1.4088,1.42,1.365,1.3962,1793240,1.4246285714285736
2009-05-19,1.3988,1.4075,1.3738,1.3775,607432,1.3914142857142877
2009-05-20,1.3962,1.4612,1.335,1.3438,1088352,1.3764142857142878
2009-05-21,1.3175,1.3238,1.26,1.3075,1188328,1.3658857142857161
2009-05-22,1.315,1.3875,1.2538,1.2562,589776,1.3489142857142877
2009-05-26,1.2562,1.3712,1.2562,1.355,1383888,1.3453428571428592
2009-05-27,1.3362,1.4038,1.3225,1.3913,2330816,1.3467857142857163
2009-05-28,1.4025,1.5125,1.305,1.4462,1527240,1.3539285714285734
2009-05-29,1.4512,1.4512,1.3262,1.3888,1146840,1.3555428571428592
2009-06-01,1.4775,1.4812,1.375,1.4538,1187600,1.3712571428571447
2009-06-02,1.4388,1.5,1.4025,1.4562,1994456,1.3925000000000018
2009-06-03,1.4438,1.4962,1.4438,1.49,1185552,1.425900000000002
2009-06-04,1.4988,1.5612,1.4925,1.525,1401944,1.4501857142857162
2009-06-05,1.5388,1.6712,1.5062,1.6512,1809240,1.4873142857142876
2009-06-08,1.6488,1.8125,1.6488,1.76,2139400,1.532142857142859
2009-06-09,1.7625,1.8562,1.7512,1.795,1112152,1.5901714285714306
2009-06-10,1.7862,1.8088,1.6438,1.6962,1723144,1.624800000000002
2009-06-11,1.6938,1.715,1.6438,1.68,663408,1.6567714285714306
2009-06-12,1.7375,1.7375,1.5888,1.675,659368,1.6832000000000022
2009-06-15,1.6075,1.6375,1.565,1.6288,1037160,1.6980285714285734
2009-06-16,1.625,1.6775,1.6062,1.6112,1067216,1.6923142857142879
2009-06-17,1.5925,1.6388,1.5325,1.6212,619936,1.6724857142857166
2009-06-18,1.6112,1.6712,1.5712,1.6125,1359136,1.646414285714288
2009-06-19,1.6475,1.6812,1.6075,1.6262,1102272,1.6364142857142883
2009-06-22,1.5862,1.6025,1.525,1.5325,966248,1.6153428571428599
2009-06-23,1.5425,1.6075,1.5338,1.5675,1218888,1.5999857142857168
2009-06-24,1.5912,1.695,1.5862,1.6562,1732744,1.6039000000000025
2009-06-25,1.6475,1.7375,1.6312,1.7362,909528,1.6217571428571453
2009-06-26,1.7275,1.7275,1.6338,1.6925,3318888,1.6319428571428598
2009-06-29,1.7238,1.75,1.6625,1.6725,703528,1.640514285714288
2009-06-30,1.6925,1.7088,1.6438,1.6712,1359200,1.6469428571428595
2009-07-01,1.7025,1.7088,1.6188,1.6325,676664,1.6612285714285737
2009-07-02,1.6075,1.62,1.49,1.5438,1161968,1.6578428571428598
2009-07-06,1.5388,1.5738,1.5025,1.5612,696160,1.644271428571431
2009-07-07,1.705,1.7262,1.6075,1.6138,3033528,1.6267857142857167
2009-07-08,1.6275,1.63,1.53,1.5488,1745928,1.6062571428571455
2009-07-09,1.5625,1.5775,1.5163,1.5312,897880,1.5860714285714312
2009-07-10,1.515,1.5512,1.4625,1.4888,756040,1.5600142857142882
2009-07-13,1.475,1.4962,1.4388,1.4875,997392,1.5393000000000026
2009-07-14,1.4938,1.5163,1.465,1.4837,554240,1.5307142857142886
2009-07-15,1.5025,1.6938,1.5025,1.6838,2449496,1.5482285714285742
2009-07-16,1.6775,1.7362,1.645,1.725,993696,1.5641142857142885
2009-07-17,1.7275,1.7988,1.6862,1.79,1369424,1.5985714285714312
2009-07-20,1.8062,1.8425,1.78,1.83,702136,1.6412571428571456
2009-07-21,1.8588,1.8775,1.7688,1.8575,711880,1.6939285714285741
2009-07-22,1.84,1.875,1.7462,1.7612,1328320,1.7330285714285742
2009-07-23,1.755,1.905,1.7525,1.8712,835344,1.788385714285717
2009-07-24,1.87,1.9038,1.8075,1.8875,1168936,1.8174857142857168
2009-07-27,1.8875,2.055,1.85,2.0138,1498752,1.8587428571428597
2009-07-28,1.9988,2.0512,1.9062,2.0162,2701024,1.8910571428571452
2009-07-29,2.0175,2.1312,1.8575,1.9062,3460352,1.9019428571428596
2009-07-30,1.955,2.0062,1.8825,1.9962,2592824,1.9217571428571454
2009-07-31,1.9925,2.0625,1.985,2.0438,1351240,1.9621285714285739
2009-08-03,2.0688,2.14,2.03,2.065,2226440,1.9898142857142882
2009-08-04,2.05,2.1088,2.01,2.0662,1891040,2.0153428571428598
2009-08-05,2.0725,2.1538,2.0338,2.1362,1066056,2.032828571428574
2009-08-06,2.1388,2.2188,2.0862,2.1188,1448960,2.0474857142857172
2009-08-07,2.1525,2.2,2.0862,2.14,1787480,2.080885714285717
2009-08-10,2.14,2.2075,2.1175,2.1638,1425280,2.104828571428574
2009-08-11,2.1463,2.1712,2.0162,2.0888,1239168,2.1112571428571454
2009-08-12,2.0888,2.1325,2.0888,2.1162,1168424,2.1185714285714314
2009-08-13,2.1263,2.185,2.095,2.1325,569400,2.12804285714286
2009-08-14,2.1175,2.1188,1.9975,2.06,823968,2.117157142857146
2009-08-17,1.975,2.0662,1.975,2.0388,1081896,2.1057285714285743
2009-08-18,2.0675,2.16,2.0388,2.1463,1734008,2.106628571428574
2009-08-19,2.1025,2.1562,2.1012,2.1538,1903336,2.1052000000000026
2009-08-20,2.14,2.1888,2.1388,2.1862,991160,2.1191142857142884
2009-08-21,2.2188,2.2812,2.2188,2.2588,1539160,2.139485714285717
2009-08-24,2.2688,2.2862,2.2438,2.285,1118568,2.1612714285714314
2009-08-25,2.3062,2.3875,2.2825,2.3488,2341480,2.2025285714285743
2009-08-26,2.3412,2.3888,2.3262,2.3737,721640,2.250371428571431
2009-08-27,2.3575,2.4038,2.29,2.3912,1384248,2.2853571428571455
2009-08-28,2.4112,2.4112,2.3438,2.3763,1063344,2.3171428571428594
2009-08-31,2.375,2.3925,2.35,2.3763,1567760,2.3443000000000027
2009-09-01,2.3512,2.445,2.3212,2.345,1778128,2.3566142857142878
2009-09-02,2.3438,2.3825,2.3238,2.3425,933776,2.364828571428574
2009-09-03,2.3475,2.3675,2.31,2.3638,666528,2.366971428571431
2009-09-04,2.3462,2.4038,2.3212,2.385,742832,2.3685857142857167
2009-09-08,2.4062,2.4062,2.36,2.3763,2163464,2.366457142857145
2009-09-09,2.375,2.4875,2.3537,2.4188,1034864,2.3725285714285738
2009-09-10,2.4075,2.4362,2.375,2.4162,1093696,2.3782285714285734
2009-09-11,2.4138,2.4338,2.3588,2.4125,811424,2.3878714285714304
2009-09-14,2.3788,2.4375,2.3575,2.43,1798520,2.400371428571431
2009-09-15,2.4162,2.49,2.405,2.4762,997824,2.416428571428574
2009-09-16,2.475,2.625,2.4538,2.6212,1844544,2.450171428571431
2009-09-17,2.6188,2.6525,2.5425,2.5438,1373904,2.4741000000000026
2009-09-18,2.5675,2.5912,2.53,2.5438,1174664,2.4919571428571454
2009-09-21,2.5,2.55,2.4725,2.5338,1283856,2.5087571428571454
2009-09-22,2.5562,2.5962,2.5162,2.5375,1484672,2.526614285714288
2009-09-23,2.5362,2.5712,2.305,2.3763,2186376,2.51894285714286
2009-09-24,2.3825,2.395,2.26,2.2875,1008520,2.491985714285717
2009-09-25,2.285,2.305,2.2188,2.2475,678424,2.4386000000000023
2009-09-28,2.2562,2.3212,2.2138,2.3112,686208,2.405371428571431
2009-09-29,2.3062,2.3625,2.2738,2.2925,537440,2.3694714285714307
2009-09-30,2.2875,2.325,2.1688,2.275,1098200,2.3325000000000022
2009-10-01,2.2525,2.26,2.1312,2.135,907360,2.275000000000002
2009-10-02,2.105,2.1912,2.0575,2.15,1381992,2.242671428571431
2009-10-05,2.1525,2.2487,2.1525,2.235,614672,2.2351714285714306
2009-10-06,2.25,2.3188,2.2225,2.3188,691048,2.2453571428571446
2009-10-07,2.3175,2.325,2.255,2.2575,478104,2.2376857142857163
2009-10-08,2.2862,2.3938,2.2862,2.315,834536,2.240900000000002
2009-10-09,2.3188,2.3763,2.3188,2.375,465048,2.2551857142857163
2009-10-12,2.3838,2.4062,2.3212,2.3462,483256,2.2853571428571446
2009-10-13,2.3537,2.43,2.3338,2.4288,812008,2.325185714285716
2009-10-14,2.4625,2.4925,2.4175,2.4512,656656,2.3560714285714304
2009-10-15,2.4338,2.4825,2.4112,2.4262,431760,2.371414285714288
2009-10-16,2.3938,2.4462,2.3737,2.4188,460680,2.3944571428571453
2009-10-19,2.4175,2.4688,2.375,2.4225,456352,2.409814285714288
2009-10-20,2.42,2.42,2.2788,2.3362,608920,2.404271428571431
2009-10-21,2.335,2.4275,2.28,2.2825,838040,2.3951714285714307
2009-10-22,2.2812,2.4225,2.2338,2.405,844648,2.391771428571431
2009-10-23,2.4012,2.4175,2.2925,2.3638,1841840,2.379285714285717
2009-10-26,2.36,2.3988,2.2238,2.2487,1301168,2.3539285714285745
2009-10-27,2.2662,2.32,2.2075,2.2625,1127496,2.3316000000000026
2009-10-28,2.2538,2.2762,2.0812,2.11,1095360,2.2869571428571454
2009-10-29,2.1338,2.1712,2.105,2.145,1184568,2.2596428571428597
2009-10-30,2.125,2.1263,1.945,1.9888,1431976,2.2176857142857167
2009-11-02,2.0088,2.0475,1.9325,2.0162,1798472,2.1621428571428596
2009-11-03,2.0013,2.0538,1.9838,2.0312,1297824,2.114628571428574
2009-11-04,2.0412,2.1188,2.04,2.0975,1574224,2.093028571428574
2009-11-05,2.1112,2.1862,2.0462,2.1388,1430848,2.0753571428571456
2009-11-06,2.11,2.19,2.0988,2.1625,946616,2.0828571428571454
2009-11-09,2.1062,2.22,2.05,2.1075,1913496,2.077500000000003
2009-11-10,2.1012,2.2212,2.095,2.1012,943632,2.093557142857146
2009-11-11,2.1388,2.2238,2.1188,2.1725,852176,2.115885714285717
2009-11-12,2.1712,2.1812,2.1263,2.13,1145816,2.1300000000000026
2009-11-13,2.135,2.1412,2.06,2.07,1703416,2.1260714285714313
2009-11-16,2.085,2.2362,2.0625,2.2212,1807000,2.13784285714286
2009-11-17,2.2188,2.4325,2.2038,2.3912,1647600,2.170514285714288
2009-11-18,2.3763,2.6225,2.3763,2.5912,2943200,2.2396142857142882
2009-11-19,2.5538,2.5862,2.4712,2.5275,1608920,2.3005142857142884
2009-11-20,2.51,2.5275,2.4312,2.5062,3352064,2.3481857142857168
2009-11-23,2.5438,2.5625,2.47,2.5162,699016,2.403357142857146
2009-11-24,2.5062,2.5312,2.33,2.37,871224,2.4462142857142886
2009-11-25,2.3575,2.39,2.2425,2.2425,523896,2.449257142857146
2009-11-27,2.1325,2.2475,2.0888,2.2038,451200,2.4224857142857172
2009-11-30,2.2025,2.25,2.1312,2.2412,819120,2.372485714285717
2009-12-01,2.1825,2.2962,2.1712,2.2738,1191360,2.33624285714286
2009-12-02,2.2462,2.475,2.2462,2.3175,1241624,2.3092857142857173
2009-12-03,2.3712,2.4375,2.225,2.2287,786440,2.2682142857142886
2009-12-04,2.2588,2.4662,2.23,2.2775,605288,2.255000000000003
2009-12-07,2.31,2.31,2.1825,2.2175,1038128,2.2514285714285744
2009-12-08,2.1962,2.2062,2.145,2.1562,454072,2.2446285714285747
2009-12-09,2.1538,2.1538,2.0988,2.12,1060552,2.227314285714289
2009-12-10,2.125,2.125,2.0575,2.065,1195584,2.1974857142857176
2009-12-11,2.1125,2.1125,2.0388,2.0625,1758608,2.161057142857146
2009-12-14,2.1225,2.1225,2.0238,2.08,846344,2.139814285714289
2009-12-15,2.0788,2.0862,2.0038,2.0075,1631208,2.1012428571428603
2009-12-16,2.0375,2.0675,2.0275,2.0625,724312,2.0791000000000035
2009-12-17,2.0338,2.11,2.0338,2.09,2764808,2.0696428571428607
2009-12-18,2.14,2.1938,2.0962,2.1475,1751600,2.0735714285714324
2009-12-21,2.1662,2.2812,2.1588,2.2812,732104,2.1044571428571466
2009-12-22,2.2812,2.4225,2.2812,2.4025,1972496,2.153028571428575
2009-12-23,2.4125,2.4825,2.4125,2.4612,1285152,2.207485714285718
2009-12-24,2.4688,2.4688,2.4338,2.445,132328,2.269985714285718
2009-12-28,2.4512,2.4512,2.3588,2.395,373560,2.3174857142857177
2009-12-29,2.3963,2.4438,2.385,2.4438,574272,2.368028571428575
2009-12-30,2.425,2.4375,2.3725,2.4075,414544,2.405171428571432
2009-12-31,2.4275,2.4512,2.4075,2.45,623520,2.429285714285718
2010-01-04,2.4738,2.5438,2.4725,2.53,853928,2.447500000000004
2010-01-05,2.5325,2.55,2.4875,2.5138,1237064,2.4550142857142894
2010-01-06,2.5013,2.535,2.4338,2.4525,686752,2.456085714285718
2010-01-07,2.4562,2.4975,2.4312,2.4438,294032,2.4630571428571466
2010-01-08,2.4425,2.4688,2.3988,2.4588,385848,2.465200000000004
2010-01-11,2.4712,2.495,2.4188,2.4425,541864,2.470200000000004
2010-01-12,2.4375,2.4588,2.4375,2.455,529496,2.4709142857142896
2010-01-13,2.4588,2.5,2.4062,2.4912,475656,2.4653714285714328
2010-01-14,2.4725,2.4925,2.465,2.485,395984,2.461257142857147
2010-01-15,2.485,2.4938,2.365,2.3963,550328,2.4532285714285753
2010-01-19,2.3888,2.425,2.3512,2.38,1754800,2.4441142857142895
2010-01-20,2.3575,2.3688,2.2262,2.2612,627496,2.415885714285718
2010-01-21,2.27,2.2788,2.135,2.165,733824,2.3762428571428607
2010-01-22,2.165,2.1725,2.0825,2.1,583704,2.325528571428575
2010-01-25,2.1212,2.125,2.0412,2.0662,614680,2.2648142857142894
2010-01-26,2.0525,2.0788,2.0062,2.0075,979776,2.196600000000004
2010-01-27,2.0062,2.0312,2.0062,2.0275,447176,2.1439142857142897
2010-01-28,2.0625,2.0762,1.975,1.9838,968400,2.0873142857142897
2010-01-29,1.9875,2.0375,1.9238,1.9275,886184,2.039642857142861
2010-02-01,1.96,2.025,1.925,2.0088,2981504,2.017328571428575
2010-02-02,2.005,2.0325,1.995,2.0175,1483112,2.005542857142861
2010-02-03,2.0062,2.0275,1.9988,1.9988,538256,1.9959142857142893
2010-02-04,1.985,2.0312,1.98,2,778528,1.9948428571428607
2010-02-05,2.0013,2.035,1.985,2.0275,536768,1.9948428571428607
2010-02-08,2.035,2.0625,2,2.01,566016,1.9985857142857177
2010-02-09,2.0525,2.1288,2.035,2.0912,441920,2.0219714285714323
2010-02-10,2.0912,2.1088,2.0512,2.0562,844368,2.0287428571428605
2010-02-11,2.0512,2.1012,2.045,2.0988,872336,2.0403571428571463
2010-02-12,2.0862,2.1538,2.0662,2.1525,1068896,2.0623142857142893
2010-02-16,2.1575,2.2262,2.1312,2.2175,733528,2.0933857142857177
2010-02-17,2.2362,2.2487,2.1263,2.1762,2784888,2.114628571428575
2010-02-18,2.1775,2.2312,2.1638,2.2125,483616,2.1435571428571465
2010-02-19,2.2125,2.25,2.1988,2.2388,361256,2.164642857142861
2010-02-22,2.2412,2.2438,2.1962,2.2138,347088,2.187157142857146
2010-02-23,2.2038,2.2238,2.165,2.195,654968,2.2009000000000034
2010-02-24,2.195,2.2425,2.195,2.22,1384664,2.2105428571428605
2010-02-25,2.185,2.2425,2.1788,2.2287,565744,2.2121428571428607
2010-02-26,2.2425,2.5138,2.235,2.4987,2237784,2.2582142857142893
2010-03-01,2.5125,2.5612,2.4862,2.5375,2302272,2.3046428571428605
2010-03-02,2.5238,2.53,2.3988,2.4162,1538232,2.3299857142857183
2010-03-03,2.4212,2.485,2.3988,2.4588,950336,2.3649857142857185
2010-03-04,2.4562,2.5038,2.4538,2.5038,1874920,2.4091000000000045
2010-03-05,2.5125,2.5213,2.4262,2.4812,811952,2.44641428571429
2010-03-08,2.4875,2.4875,2.4375,2.4612,818304,2.479628571428575
2010-03-09,2.46,2.545,2.435,2.5262,1036016,2.483557142857147
2010-03-10,2.5262,2.6188,2.5262,2.575,818216,2.48891428571429
2010-03-11,2.55,2.7487,2.525,2.745,4448864,2.5358857142857185
2010-03-12,2.75,2.75,2.5788,2.6,1014368,2.556057142857147
2010-03-15,2.6012,2.6688,2.4925,2.6525,1028768,2.577300000000004
2010-03-16,2.6488,2.6562,2.5712,2.6138,810688,2.5962428571428613
2010-03-17,2.6288,2.6338,2.5812,2.585,513256,2.6139285714285756
2010-03-18,2.5962,2.6188,2.555,2.5912,490360,2.62321428571429
2010-03-19,2.6088,2.665,2.5812,2.64,1010552,2.6325000000000043
2010-03-22,2.6162,2.7,2.5862,2.6962,450696,2.6255285714285757
2010-03-23,2.69,2.7487,2.6288,2.7362,1575984,2.644985714285719
2010-03-24,2.71,2.7262,2.655,2.6612,534600,2.6462285714285763
2010-03-25,2.665,2.7188,2.65,2.6525,603504,2.651757142857148
2010-03-26,2.6538,2.6738,2.64,2.655,412648,2.661757142857148
2010-03-29,2.6738,2.6738,2.64,2.6562,298344,2.671042857142862
2010-03-30,2.6312,2.675,2.6312,2.6575,480552,2.673542857142862
2010-03-31,2.655,2.7375,2.6375,2.6612,635320,2.6685428571428615
2010-04-01,2.69,2.7038,2.6463,2.675,255992,2.6598000000000046
2010-04-05,2.6738,2.7475,2.655,2.7088,435896,2.6666000000000047
2010-04-06,2.6675,2.7062,2.6475,2.695,398760,2.6726714285714332
2010-04-07,2.6788,2.7112,2.6525,2.7112,430376,2.6807000000000047
2010-04-08,2.7025,2.72,2.685,2.7038,255272,2.687500000000005
2010-04-09,2.7112,2.8712,2.6888,2.8512,2373560,2.7151714285714337
2010-04-12,2.8675,2.89,2.8075,2.8512,1185144,2.7423142857142904
2010-04-13,2.8325,2.85,2.7625,2.8412,562184,2.7660571428571474
2010-04-14,2.8638,2.92,2.84,2.9075,869696,2.7944428571428617
2010-04-15,2.8862,2.9975,2.875,2.99,690424,2.836585714285719
2010-04-16,2.9875,3.08,2.9712,3.0325,1069712,2.882485714285719
2010-04-19,3.0225,3.0362,2.9288,2.9438,355576,2.9167714285714332
2010-04-20,2.97,2.9738,2.9312,2.9712,297552,2.9339142857142906
2010-04-21,2.9612,3.0225,2.9025,3.0062,701632,2.956057142857148
2010-04-22,2.975,3.0762,2.9238,3.0675,377696,2.988385714285719
2010-04-23,3.0612,3.15,3.0612,3.1237,940584,3.0192714285714333
2010-04-26,3.135,3.1438,2.9512,2.9562,772320,3.014442857142862
2010-04-27,2.9225,2.975,2.845,2.86,702192,2.989800000000005
2010-04-28,2.8688,2.8925,2.825,2.865,390944,2.9785428571428625
2010-04-29,2.8763,2.8888,2.785,2.8175,1168208,2.9565857142857195
2010-04-30,2.8212,3.175,2.8038,3.0612,3351576,2.9644428571428625
2010-05-03,3.0875,3.0875,2.8975,2.9362,1166864,2.9456857142857196
2010-05-04,2.91,2.91,2.7662,2.8262,1770608,2.9031857142857196
2010-05-05,2.7675,2.8712,2.7088,2.7925,652496,2.8798000000000057
2010-05-06,3.115,3.115,2.7312,2.8975,1681288,2.8851571428571487
2010-05-07,2.8662,2.9012,2.6762,2.7212,1487480,2.8646142857142918
2010-05-10,2.8362,2.965,2.7888,2.8912,2830800,2.875142857142863
2010-05-11,2.86,2.86,2.7487,2.7888,1277648,2.8362285714285775
2010-05-12,2.795,3.115,2.795,3.105,2382048,2.8603428571428635
2010-05-13,3.085,3.16,3.0675,3.1138,1518128,2.901428571428578
2010-05-14,3.0725,3.0775,3.0038,3.0538,899440,2.938757142857149
2010-05-17,3.0612,3.2425,3.055,3.2125,1590536,2.9837571428571485
2010-05-18,3.2325,3.3138,3.1625,3.1838,2698624,3.0498428571428633
2010-05-19,3.1612,3.17,3.04,3.06,1138104,3.073957142857149
2010-05-20,3,3.035,2.8938,2.9512,2413120,3.0971571428571485
2010-05-21,2.8988,2.9888,2.8525,2.9412,2582720,3.073757142857148
2010-05-24,2.9325,2.9825,2.8588,2.8775,1350232,3.0400000000000054
2010-05-25,2.8612,2.8625,2.735,2.8562,1393368,3.0117714285714343
2010-05-26,2.8688,2.9212,2.725,2.7988,5401944,2.9526714285714344
2010-05-27,2.8625,3.0013,2.8288,2.9688,2165784,2.9219571428571487
2010-05-28,2.9888,2.9888,2.8212,2.8425,1904072,2.8908857142857203
2010-06-01,2.8275,2.8275,2.7112,2.7138,1415992,2.8569714285714345
2010-06-02,2.7225,2.8,2.6263,2.8,1609848,2.8368000000000064
2010-06-03,2.7938,2.8362,2.6425,2.7262,1032512,2.8151857142857204
2010-06-04,2.65,2.6975,2.5588,2.57,1552072,2.774300000000006
2010-06-07,2.5775,2.5788,2.4475,2.45,918816,2.724471428571434
2010-06-08,2.4575,2.51,2.385,2.4888,1373344,2.655900000000006
2010-06-09,2.505,2.5138,2.3675,2.4362,1124512,2.597857142857149
2010-06-10,2.4688,2.5375,2.4375,2.515,1128616,2.5694571428571495
2010-06-11,2.4938,2.645,2.4938,2.595,1003840,2.5401714285714347
2010-06-14,2.6338,2.6975,2.6075,2.6538,1397584,2.5298285714285775
2010-06-15,2.655,2.7075,2.6538,2.695,975856,2.5476857142857203
2010-06-16,2.6662,2.77,2.6375,2.6862,1369176,2.5814285714285776
2010-06-17,2.7038,2.7438,2.585,2.6938,1296576,2.610714285714292
